,accuracy,0,1,2,3,4,5,6,7,8,9
j6,0.5384615384615384,0.30767676767676766,0.12121212121212126,0.1066666666666667,0.3400000000000001,0.0,0.12444444444444443,,,,
k6,0.6153846153846154,0.19595025510204073,0.06696428571428571,0.3306122448979592,0.12053571428571434,0.1171875,0.16874999999999998,,,,
l6,0.38461538461538464,0.27536907536907534,0.0,0.0,0.20454545454545456,0.13675213675213674,0.38333333333333336,,,,
m6,0.6923076923076923,0.2485119047619047,0.1430533751962323,0.28296703296703307,0.06696428571428571,0.1437074829931973,0.11479591836734696,,,,
n6,0.5384615384615384,0.14219576719576724,0.0,0.4853988603988604,0.0,0.08346688034188034,0.28893849206349215,,,,
o6,0.46153846153846156,0.08609693877551026,0.0,0.0,0.40569196428571425,0.20089285714285712,0.30731823979591827,,,,
p6,0.6153846153846154,0.09049773755656107,0.05938914027149322,0.11229039126962999,0.5432525951557095,0.06787330316742081,0.1266968325791855,,,,
q6,0.5384615384615384,0.06696428571428573,0.2853954081632654,0.0,0.5437598116169545,0.0,0.10388049450549451,,,,
r6,0.46153846153846156,0.19117647058823536,0.0,0.36182934712346476,0.16968325791855196,0.1551389786683904,0.12217194570135743,,,,
s6,0.46153846153846156,0.3323076923076923,0.21506072874493926,0.0,0.3233386496544392,0.0,0.12929292929292932,,,,
t6,0.46153846153846156,0.36649659863945583,0.0,0.1758241758241759,0.29696493982208255,0.0,0.1607142857142857,,,,
u6,0.38461538461538464,0.19547511312217197,0.06787330316742081,0.3354449472096531,0.04524886877828054,0.05090497737556561,0.3050527903469079,,,,
v6,0.46153846153846156,0.0,0.13950892857142855,0.09114583333333331,0.0,0.3460996240601504,0.42324561403508787,,,,
w6,0.5384615384615384,0.10146103896103896,0.12362637362637358,0.0,0.4937205651491367,0.12175324675324678,0.15943877551020408,,,,
x6,0.38461538461538464,0.0,0.13180827886710247,0.3968253968253968,0.12962962962962962,0.2676626206037971,0.07407407407407411,,,,
y6,0.5384615384615384,0.0,0.20769230769230776,0.0952380952380953,0.3550527903469079,0.19142857142857134,0.1505882352941178,,,,
z6,0.46153846153846156,0.31428571428571433,0.15,0.1,0.11666666666666667,0.0,0.31904761904761897,,,,
a7,0.5,0.14358974358974358,0.17230769230769233,0.11487179487179483,0.12564102564102564,0.0,0.0765811965811966,0.367008547008547,,,
b7,0.4166666666666667,0.0,0.12698412698412698,0.0,0.11428571428571425,0.0,0.24360902255639091,0.5151211361737679,,,
c7,0.5,0.0,0.3230769230769231,0.0,0.0,0.17230769230769233,0.10769230769230768,0.39692307692307693,,,
d7,0.6666666666666666,0.0998217468805704,0.0,0.0,0.23911845730027548,0.1140819964349376,0.13101604278074866,0.41596175660346785,,,
e7,0.5833333333333334,0.0,0.0,0.09722222222222222,0.10937500000000001,0.1519097222222222,0.1167306286549707,0.5247624269005848,,,
f7,0.6666666666666666,0.05844155844155846,0.126984126984127,0.10714285714285715,0.18873889268626104,0.0,0.07142857142857144,0.447263993316625,,,
g7,0.3333333333333333,0.16666666666666669,0.11904761904761905,0.10714285714285714,0.262987012987013,0.0,0.0,0.34415584415584416,,,
h7,0.4166666666666667,0.16556776556776556,0.15423173317910158,0.0,0.2865497076023393,0.0,0.29841269841269835,0.09523809523809523,,,
i7,0.6666666666666666,0.0972222222222222,0.125,0.0,0.17959183673469395,0.38055853920515564,0.07142857142857142,0.14619883040935683,,,
j7,0.6666666666666666,0.029761904761904767,0.0,0.21587301587301586,0.2591269841269841,0.2702380952380952,0.0,0.22500000000000003,,,
k7,0.5,0.16406250000000003,0.18928872053872056,0.0,0.23602600762527234,0.0,0.109375,0.3012477718360071,,,
l7,0.16666666666666666,0.34469696969696967,0.0,0.6553030303030303,0.0,0.0,0.0,0.0,,,
m7,0.4166666666666667,0.0,0.48095238095238096,0.0,0.11904761904761905,0.0,0.0,0.39999999999999997,,,
n7,0.5,0.0,0.0,0.0,0.0,0.0,0.13125000000000003,0.86875,,,
o7,0.4166666666666667,0.16447368421052622,0.513888888888889,0.0,0.0,0.07163742690058489,0.0,0.24999999999999997,,,
p7,0.5,0.0,0.0,0.0,0.32820512820512815,0.0,0.10769230769230768,0.5641025641025641,,,
q7,0.5,0.10059523809523807,0.13956043956043968,0.2727272727272728,0.214731540389435,0.07142857142857144,0.0,0.20095693779904317,,,
r7,0.25,0.10210826210826206,0.27782439782439783,0.031908831908831904,0.19123543123543127,0.12564102564102564,0.0,0.2712820512820513,,,
s7,0.3333333333333333,0.0,0.12698412698412698,0.0,0.2531328320802004,0.21428571428571427,0.11904761904761905,0.2865497076023393,,,
t7,0.25,0.2233618233618234,0.09572649572649572,0.0,0.27909349909349906,0.0,0.0,0.4018181818181818,,,
u7,0.3333333333333333,0.0,0.0,0.21938961988304084,0.109375,0.0,0.0,0.6712353801169592,,,
v7,0.5,0.15555555555555556,0.3698765432098766,0.0,0.16592592592592598,0.0,0.0,0.3086419753086419,,,
w7,0.5,0.22719298245614047,0.0,0.38669590643274854,0.0631944444444445,0.07291666666666669,0.0,0.24999999999999994,,,
x7,0.5833333333333334,0.13053613053613056,0.18275058275058273,0.3461538461538461,0.0,0.02393162393162394,0.0,0.31662781662781664,,,
y7,0.6666666666666666,0.057142857142857176,0.294047619047619,0.10158730158730155,0.27142857142857146,0.07142857142857142,0.14880952380952378,0.055555555555555546,,,
z7,0.5833333333333334,0.11965811965811966,0.28034188034188035,0.09572649572649572,0.21538461538461537,0.0,0.0,0.28888888888888886,,,
a8,0.36363636363636365,0.15726495726495726,0.29940828402366865,0.0,0.12581196581196577,0.0,0.0,0.4175147928994084,0.0,,
b8,0.5454545454545454,0.0,0.14935064935064934,0.0,0.15246212121212122,0.20909090909090913,0.0,0.4890963203463203,0.0,,
c8,0.5454545454545454,0.3049242424242425,0.3509048821548821,0.0,0.0,0.1752795815295815,0.0,0.16889129389129395,0.0,,
d8,0.5454545454545454,0.0,0.15246212121212122,0.14520202020202022,0.0,0.2541035353535353,0.18150252525252522,0.266729797979798,0.0,,
e8,0.18181818181818182,0.28978174603174606,0.4027529761904762,0.12777777777777777,0.17968750000000003,0.0,0.0,0.0,0.0,,
f8,0.45454545454545453,0.0,0.0,0.0,0.14935064935064943,0.0,0.41624579124579125,0.4344035594035594,0.0,,
g8,0.5454545454545454,0.0,0.0,0.23333333333333336,0.5127158555729981,0.0,0.0,0.10952380952380962,0.14442700156985885,,
h8,0.36363636363636365,0.0,0.11616161616161616,0.0,0.0,0.14520202020202022,0.19724025974025972,0.21384297520661164,0.3275531286894923,,
i8,0.36363636363636365,0.13068181818181818,0.0,0.0,0.0,0.45012626262626254,0.15246212121212122,0.26672979797979796,0.0,,
j8,0.6363636363636364,0.19354312354312359,0.0,0.05897435897435898,0.14191690662278897,0.0,0.0,0.36966817496229254,0.23589743589743592,,
k8,0.45454545454545453,0.0,0.18429487179487175,0.0,0.3071581196581196,0.0,0.14743589743589744,0.36111111111111116,0.0,,
l8,0.45454545454545453,0.15646258503401364,0.0,0.0,0.2754393424036281,0.0,0.0,0.5680980725623583,0.0,,
m8,0.7272727272727273,0.13068181818181818,0.22770316804407711,0.13068181818181818,0.2277892561983471,0.15246212121212122,0.0,0.13068181818181818,0.0,,
n8,0.45454545454545453,0.0,0.3042328042328042,0.18069584736251404,0.23112073112073112,0.0,0.28395061728395055,0.0,0.0,,
o8,0.45454545454545453,0.0,0.35465034965034964,0.0,0.0,0.0,0.3420529470529471,0.3032967032967033,0.0,,
p8,0.2727272727272727,0.15164835164835175,0.0,0.22115384615384617,0.42815934065934064,0.0,0.0,0.1326923076923077,0.06634615384615385,,
q8,0.6363636363636364,0.0,0.17424242424242425,0.0,0.0,0.0,0.3872053872053873,0.4385521885521885,0.0,,
r8,0.6363636363636364,0.0,0.0,0.33000459136822774,0.08485832349468704,0.23232323232323235,0.0,0.18392255892255888,0.16889129389129393,,
s8,0.45454545454545453,0.14624208450119394,0.15480769230769229,0.2984160351569258,0.1474358974358974,0.0,0.0,0.0,0.25309829059829053,,
t8,0.45454545454545453,0.13068181818181818,0.0,0.0,0.15246212121212122,0.0,0.4501262626262626,0.266729797979798,0.0,,
u8,0.2727272727272727,0.2274725274725274,0.0,0.0,0.0,0.0,0.15164835164835166,0.3175824175824175,0.30329670329670333,,
v8,0.5454545454545454,0.1783273915626857,0.0,0.15681818181818186,0.2707346574993633,0.0,0.24891774891774893,0.0,0.14520202020202022,,
w8,0.6363636363636364,0.0,0.27104377104377103,0.1493506493506494,0.0,0.24960918710918714,0.1327561327561328,0.19724025974025963,0.0,,
x8,0.18181818181818182,0.0,0.0707692307692308,0.0,0.0,0.43817148161039543,0.08846153846153845,0.27149321266968335,0.1311045364891519,,
y8,0.5454545454545454,0.0,0.0,0.3235930735930736,0.2989453357100416,0.0,0.08712121212121213,0.17832739156268562,0.112012987012987,,
z8,0.6363636363636364,0.13068181818181818,0.0,0.0,0.0,0.09956709956709961,0.14520202020202022,0.6245490620490619,0.0,,
a9,0.5,0.1415686274509805,0.27412698412698416,0.14666666666666664,0.28485994397759096,0.1527777777777778,0.0,0.0,0.0,0.0,
b9,0.6,0.0,0.0,0.10476190476190463,0.0,0.0,0.29411764705882354,0.11688311688311699,0.0,0.48423733129615487,
c9,0.5,0.13831845238095233,0.34047619047619054,0.0,0.0,0.0,0.0,0.5212053571428572,0.0,0.0,
d9,0.5,0.0,0.16500000000000004,0.0,0.2213095238095237,0.0,0.13749999999999998,0.35396825396825404,0.12222222222222219,0.0,
e9,0.2,0.0,0.0,0.029166666666666678,0.13749999999999998,0.0,0.13888888888888887,0.0,0.6944444444444444,0.0,
f9,0.8,0.18333333333333335,0.0,0.0,0.1833333333333333,0.14666666666666664,0.0977777777777778,0.2666666666666668,0.0,0.12222222222222222,
g9,0.5,0.0,0.0,0.0,0.20705882352941188,0.0,0.3142857142857142,0.4786554621848738,0.0,0.0,
h9,0.6,0.36666666666666664,0.0,0.0,0.0,0.2933333333333333,0.15714285714285717,0.1828571428571429,0.0,0.0,
i9,0.3,0.0,0.0,0.0,0.45505952380952386,0.0,0.0,0.5449404761904761,0.0,0.0,
j9,0.3,0.3299145299145299,0.16296296296296295,0.1777777777777778,0.0,0.0,0.0,0.3293447293447294,0.0,0.0,
k9,0.4,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.5210813492063492,0.21701388888888892,
l9,0.3,0.0,0.1504273504273504,0.0,0.0,0.07834757834757837,0.09401709401709402,0.0,0.05596255596255601,0.6212454212454213,
m9,0.6,0.188034188034188,0.0,0.0,0.0,0.15714285714285717,0.0,0.4273015873015873,0.22752136752136748,0.0,
n9,0.2,0.25593542260208924,0.29772079772079774,0.0,0.3209876543209877,0.0,0.0,0.0,0.12535612535612534,0.0,
o9,0.3,0.1735700197238658,0.1566951566951567,0.1487743026204566,0.0,0.0,0.0,0.2792022792022792,0.0,0.2417582417582417,
p9,0.3,0.23809523809523814,0.34677443768352867,0.0,0.0,0.0,0.0,0.0,0.27738927738927727,0.13774104683195593,
q9,0.1,0.13095238095238096,0.0,0.3237833594976452,0.3956043956043957,0.0,0.0,0.0,0.0,0.14965986394557826,
r9,0.6,0.407070707070707,0.12929292929292927,0.0,0.0,0.0,0.0,0.3000000000000001,0.16363636363636372,0.0,
s9,0.2,0.141025641025641,0.14666666666666664,0.16296296296296295,0.22000000000000003,0.0,0.0,0.3293447293447294,0.0,0.0,
t9,0.6,0.0,0.0,0.13852813852813853,0.0,0.0,0.3312267055582563,0.5302451559136052,0.0,0.0,
u9,0.5,0.0,0.15151515151515152,0.0,0.0,0.33939393939393936,0.0,0.16666666666666666,0.24545454545454548,0.09696969696969698,
v9,0.6,0.12121212121212122,0.12121212121212122,0.0,0.16161616161616163,0.20202020202020202,0.0,0.23809523809523808,0.0,0.1558441558441559,
w9,0.6,0.2933333333333333,0.0,0.15714285714285717,0.22000000000000003,0.0,0.0,0.1828571428571429,0.0,0.14666666666666664,
x9,0.5,0.0,0.0,0.0,0.25029761904761916,0.0,0.0,0.0,0.2796560846560846,0.4700462962962962,
y9,0.4,0.32738095238095233,0.0,0.0,0.25029761904761916,0.10912698412698413,0.1527777777777778,0.0,0.16041666666666665,0.0,
z9,0.5,0.0,0.031339031339031355,0.09401709401709402,0.14102564102564102,0.11282051282051292,0.2792022792022792,0.0,0.21265771265771274,0.12893772893772876,
a10,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.5376623376623376,0.27352647352647347,0.18881118881118886,0.0
b10,0.0,0.0,0.26433566433566436,0.11688311688311688,0.0,0.2863636363636364,0.08766233766233766,0.0,0.0,0.0,0.24475524475524474
c10,0.4444444444444444,0.0,0.0,0.0,0.0,0.22153846153846146,0.0,0.5246153846153847,0.0,0.2538461538461539,0.0
d10,0.6666666666666666,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.17094017094017092,0.4444444444444444,0.0,0.0
e10,0.4444444444444444,0.33062500000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.16875,0.16875,0.33187500000000003
f10,0.3333333333333333,0.20000000000000007,0.1636363636363636,0.0,0.2517482517482517,0.0,0.0,0.38461538461538464,0.0,0.0,0.0
g10,0.5555555555555556,0.0,0.0,0.17532467532467533,0.18881118881118888,0.0,0.187012987012987,0.2735264735264735,0.0,0.17532467532467533,0.0
h10,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.48148148148148145,0.2962962962962963
i10,0.1111111111111111,0.0,0.0,0.8031250000000001,0.0,0.0,0.0,0.0,0.0,0.196875,0.0
j10,0.6666666666666666,0.34259259259259256,0.2857142857142858,0.0,0.2235449735449735,0.0,0.0,0.14814814814814814,0.0,0.0,0.0
k10,0.4444444444444444,0.4000000000000001,0.0,0.39999999999999997,0.0,0.0875,0.0,0.0,0.11249999999999999,0.0,0.0
l10,0.4444444444444444,0.0,0.0,0.0,0.0,0.33749999999999997,0.0,0.0,0.49375,0.0,0.16874999999999998
m10,0.3333333333333333,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
n10,0.5555555555555556,0.17142857142857146,0.0,0.0,0.15,0.0,0.37087912087912084,0.3076923076923078,0.0,0.0,0.0
o10,0.4444444444444444,0.3513986013986013,0.0,0.0,0.3409090909090909,0.0,0.0,0.0,0.0,0.0,0.30769230769230776
p10,0.3333333333333333,0.0,0.05844155844155847,0.0,0.15584415584415584,0.0,0.0,0.4489795918367345,0.33673469387755117,0.0,0.0
q10,0.7777777777777778,0.19999999999999998,0.0,0.0,0.24999999999999994,0.0,0.3,0.2500000000000001,0.0,0.0,0.0
r10,0.4444444444444444,0.45000000000000007,0.0,0.39999999999999997,0.0,0.0,0.15,0.0,0.0,0.0,0.0
s10,0.2222222222222222,0.0,0.0,0.20000000000000007,0.0,0.4153846153846153,0.0,0.0,0.0,0.0,0.38461538461538464
t10,0.5555555555555556,0.2235449735449735,0.19444444444444445,0.0,0.0,0.0,0.2962962962962963,0.2857142857142858,0.0,0.0,0.0
u10,0.5555555555555556,0.3728571428571429,0.0,0.0,0.0,0.0,0.0,0.26999999999999996,0.35714285714285715,0.0,0.0
v10,0.4444444444444444,0.2003710575139148,0.0,0.0,0.0,0.0,0.0,0.35064935064935066,0.4489795918367346,0.0,0.0
w10,0.3333333333333333,0.0,0.0,0.0,0.4807692307692307,0.16874999999999998,0.0,0.35048076923076926,0.0,0.0,0.0
