scorer,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000
bodyparts,Rightpaw,Rightpaw,Rightpaw,Leftpaw,Leftpaw,Leftpaw,Tailbase,Tailbase,Tailbase,Rotarodtop,Rotarodtop,Rotarodtop,Rotarodbottom,Rotarodbottom,Rotarodbottom
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,389.428848,187.965081,0.011116504,293.6743422,195.539136,0.999982119,344.0485458,119.7048814,1,408.4680142,194.3815693,0.999996781,194.7814556,310.1591158,1
1,390.5163574,188.0249383,0.009304685,302.1194046,174.0607462,1,346.6838059,123.1148086,1,196.6864529,199.3589206,0.999965191,195.5202991,308.7648573,1
2,386.3957677,189.9797384,0.999538541,304.6661448,187.1443744,1,344.8002481,133.8546025,1,196.5011659,199.5621569,0.999998331,193.3682775,309.0717344,1
3,388.4528515,192.2476931,0.99999392,303.4146814,188.3589456,1,352.6369572,140.1698179,1,196.6791954,199.3529961,0.999999762,194.0871176,309.4746332,1
4,387.6680291,191.4739771,1,302.7075102,191.3973668,1,355.0938067,138.9526749,1,198.3725603,199.3745205,0.999999881,193.9962497,309.777277,1
5,390.2799804,191.2465489,0.999000967,300.0324554,191.873549,0.999999762,356.7553835,131.5534763,1,409.4020476,195.9662419,0.999999881,193.7751698,308.872426,1
6,390.3003931,190.5760319,0.999011159,297.3740563,192.0114841,1,356.8759221,131.468009,1,198.0401635,198.7305937,0.999999881,194.3180146,308.9639769,1
7,390.3543859,190.6090832,0.905486524,297.5175734,191.8349745,1,357.4934886,131.8710651,1,197.8686906,198.9464219,1,194.0429409,309.2164984,1
8,390.2275453,191.5424001,0.995584965,297.1718416,192.1584973,1,356.4989386,134.370959,1,409.7281146,195.7424249,1,193.750072,309.5695267,1
9,389.1037273,191.2026918,0.999963045,297.4848619,192.1576767,1,353.5049982,130.6930804,1,408.7474284,195.8273162,1,193.856724,309.2354851,1
10,389.6337389,191.2470644,0.999103725,299.2062454,192.3534093,1,352.8074036,130.0241804,1,408.8336496,195.7936138,1,194.2503974,309.3769321,1
11,390.2855,190.8002884,0.995481849,300.916733,192.3473482,1,352.1125546,130.7984886,1,409.0843358,196.0714634,1,194.3894874,308.9606924,1
12,391.564858,191.9872794,0.99999547,300.9313644,192.9890528,1,352.3693614,131.5168214,1,410.3182291,196.4661689,1,194.5990477,308.0120325,1
13,392.5317569,193.028399,0.999976873,302.1677516,194.4264922,1,352.7532363,134.9961965,1,411.6000359,196.6408195,0.999999881,194.0435499,308.5992823,1
14,391.0538535,192.9656205,0.999998808,302.0363107,194.7464695,1,352.919179,139.2401276,1,412.1326336,196.122606,0.999995828,194.7716241,308.760251,1
15,392.677115,194.7280686,1,301.4870765,195.3209419,1,353.7650571,144.4071989,1,412.7924835,196.0999011,0.999110878,194.8327978,308.851903,1
16,392.6126509,196.3621525,1,300.9489965,196.693408,1,355.3569499,148.3519993,1,197.0615801,199.1958957,0.999602139,194.8448428,308.0157614,1
17,393.5070357,198.0909514,1,299.9799128,197.6468172,1,357.2632618,151.7540255,1,197.7099725,200.3749404,0.999726832,195.3841161,308.2774076,1
18,393.8832536,200.6263714,1,300.9227262,198.1660757,1,358.7780468,156.0345373,1,196.7710272,200.2637134,0.998982847,195.1824386,308.9951944,1
19,393.7402766,201.6526885,1,300.5802258,198.386095,1,359.3083665,160.113718,1,196.24756,200.4100647,0.999974966,196.0024892,309.2489405,1
20,395.1240057,203.102788,1,299.993909,198.4183531,1,360.7788415,164.478653,1,196.1712231,199.894799,0.999951839,193.7322178,308.1631489,1
21,395.4178953,203.1434484,0.999999523,299.1871381,198.531023,1,362.7079678,168.2625213,1,195.5978419,200.4859357,0.997730434,194.5774422,308.745718,1
22,397.8120627,203.8496328,0.999300838,300.232583,198.7756753,1,362.8404572,174.5994081,1,196.7375584,199.7347221,0.99998951,194.1567847,308.7197371,1
23,398.7931759,205.1218783,0.999965787,300.124095,201.2174535,1,364.2764845,179.9081225,1,198.3160522,199.7564957,0.999984026,193.953155,309.5070505,1
24,401.7785735,205.8980825,0.999973536,299.4048486,201.4380398,0.999998808,366.3783002,184.3385491,1,197.9035923,199.7885065,0.997188985,194.2731662,309.4331951,1
25,400.377193,207.5842643,0.998689115,300.8761794,201.5906425,0.076046459,367.6168315,189.0474319,1,198.1499729,199.513653,0.999806821,195.2807683,310.362258,1
26,405.3782026,205.7193966,0.999520302,296.4837976,204.6772115,0.99889344,367.5590076,194.2388639,1,198.3551333,199.3188314,0.999820888,194.3517909,310.0402164,1
27,406.1562355,208.6103091,0.990842104,296.3868856,204.3276594,1,368.5219955,199.4627948,1,197.8556396,198.9894848,0.999995708,195.1008303,309.9379759,1
28,413.8651201,203.4351084,0.107782848,295.680676,205.7104666,1,370.706067,205.2908916,1,199.0558317,198.8962529,0.999999523,194.5282731,309.7835846,1
29,407.2958121,211.9342574,0.002213277,294.7864442,206.9798284,1,371.763648,209.4870534,1,198.437145,198.1257315,0.999999285,195.1415346,310.0486202,1
30,2.280679703,3.020039141,0.002126974,293.8061122,206.0475221,1,372.3331218,213.7365618,1,198.9433177,198.071712,1,194.789947,309.8892431,1
31,415.8467188,206.3340611,0.162648201,294.2417684,208.085845,1,374.953033,217.3396964,1,198.4531507,197.4141816,0.999999881,194.3941824,309.6209974,1
