scorer,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000
bodyparts,Rightpaw,Rightpaw,Rightpaw,Leftpaw,Leftpaw,Leftpaw,Tailbase,Tailbase,Tailbase,Rotarodtop,Rotarodtop,Rotarodtop,Rotarodbottom,Rotarodbottom,Rotarodbottom
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,378.8021445,149.7550206,1,256.8712263,181.7001562,1,328.4615479,115.2025237,1,413.2937239,188.9920652,1,175.4501452,304.7747221,1
1,377.8473506,180.6565657,0.001399776,260.147933,180.7838523,1,354.1843901,126.9812658,1,428.13271,174.6278565,0.999999881,174.4569919,306.787509,1
2,368.7875273,171.7308707,0.002208487,257.1229444,182.758013,1,357.1901835,132.9047365,1,419.5969008,178.5411377,0.999927998,174.7363303,307.00281,1
3,385.0637159,180.9929752,1,256.2411404,183.1682949,1,353.4735012,132.9783411,1,416.6787083,184.1542053,0.999998212,174.8467278,307.4824491,1
4,391.2461066,181.5419657,0.999218345,254.5415249,183.7993104,1,354.995476,129.9676266,1,417.8159773,185.357671,1,174.0691504,306.6729565,1
5,357.1878533,168.0092487,0.658924401,253.6887208,186.0549827,1,358.0680563,137.7031131,1,420.4774181,184.9814563,1,173.8554986,306.1018057,1
6,358.2370844,176.2155979,0.335636199,254.8236794,187.5629082,1,359.3798275,145.3939033,1,421.0152608,185.1254807,1,174.8968854,306.4521184,1
7,359.0403907,177.1141789,0.248469546,254.3229699,188.2028399,1,360.5247364,146.571867,1,419.7549456,185.3131843,1,175.6028349,307.0443454,1
8,353.9446182,180.9099202,0.539889038,253.1017995,187.6270242,1,358.2456436,147.901165,1,419.2930549,185.5221786,1,174.3807468,306.1556387,1
9,386.1124201,176.6534338,0.999526262,253.5922363,188.4178085,1,354.5291004,153.2681203,1,414.3356214,187.1786206,1,173.845663,306.2387891,1
10,386.8678555,178.0212629,1,253.6808447,188.3416538,1,350.1895137,156.4674768,1,413.0924374,187.6752693,1,175.4526277,306.665319,1
11,386.7624412,180.0308117,1,254.6383653,189.6273565,1,349.5796114,158.5405772,1,411.9597176,187.5450174,1,174.5503287,307.9184432,1
12,386.0704088,180.6817656,1,255.3376553,192.2402644,1,349.3741897,162.6680245,1,412.4634858,188.0472778,1,174.677958,307.7595563,1
13,386.1016812,182.9599452,1,256.0003018,193.8246713,1,349.3129504,170.2366309,1,412.8792278,188.8621848,0.999999881,174.4451241,306.6812654,1
14,389.3365304,187.3482444,1,255.4876034,198.0861971,1,351.4606261,182.0901947,1,414.0659902,187.984393,0.999999881,175.0016789,306.2861609,1
15,390.2262127,188.4718744,1,255.7081947,199.4697356,1,351.2297621,184.6976185,1,414.7724624,186.8917152,1,175.2714434,306.5997224,1
16,389.6918485,189.4883424,1,255.2567079,200.2510891,1,351.3050907,185.9987092,1,413.8189697,187.2862256,0.999999881,174.3823063,306.1732945,1
17,389.9915738,192.081028,1,255.1127641,201.5971975,1,351.7875915,189.4267054,1,415.2181082,187.2504416,0.999999642,174.0936518,306.1206055,1
18,391.316206,193.3423491,0.999998927,255.6224554,204.4428759,1,353.0172508,198.7682018,1,418.1118807,186.3138833,0.999999046,174.4067748,306.2790689,1
19,394.4425943,195.9858793,1,257.6090078,207.0038438,1,353.5207613,214.5043535,1,418.1368797,185.7239766,0.999989986,175.2546079,306.7861671,1
20,395.5733312,198.0065768,1,257.2614174,208.293982,1,353.8740077,221.2784719,1,418.7979592,185.7249303,0.999999285,174.1080928,307.0775533,1
21,397.2648966,199.4758716,0.999999762,257.3455367,209.5600924,1,357.5236773,224.5289898,1,418.9772263,186.105664,0.999940515,174.3822711,306.4258757,1
22,397.7751292,201.2799251,0.999932051,257.133707,211.4146523,1,357.6986694,231.9908268,1,420.3848631,187.3413956,0.999977469,174.8177059,306.627192,1
23,401.309747,200.4746552,0.999064386,256.3419814,216.1979594,1,355.6581346,243.1364565,1,421.6613933,187.8196891,0.998990119,174.3543108,307.1181145,1
24,398.1197276,207.137907,0.999988914,257.07198,218.5966759,1,355.8365681,244.6118584,1,422.0558338,188.3575578,0.999446452,173.6950033,306.3592701,1
25,397.1366341,207.0956554,0.999950528,256.9391298,220.5736589,1,355.3769193,243.4722319,1,421.988795,189.2635638,0.999917388,173.6888489,306.6857319,1
26,396.8506058,207.9854989,0.999980927,256.8817472,221.169013,1,355.1118665,242.3206873,1,422.442718,189.9303406,0.999958992,173.5672981,305.8450923,1
27,393.394001,210.3040123,0.999982715,257.7573807,222.0858393,1,352.178468,238.3443575,1,421.216164,190.4565325,0.999999642,173.8753829,307.034318,1
28,394.147972,216.8609185,0.999990225,258.073555,224.2718949,1,347.4533448,243.3037324,1,421.5814444,189.6162947,1,174.4674559,306.3879251,1
29,396.4897932,218.8255657,0.724560738,256.8905792,229.5099287,1,337.7020464,252.8262253,1,422.1507907,189.0259519,1,174.2113724,305.6963229,1
30,390.7837892,219.2651211,0.999322295,259.2241799,229.6866989,1,331.5632229,247.8627899,1,421.6841291,188.9417479,1,174.5902743,305.8978219,1
31,389.9741125,212.6233176,0.999688387,258.607601,230.7910519,1,331.8101749,225.2932315,1,421.1458925,189.5245223,1,174.6615837,305.065568,1
32,389.7286342,215.1161714,1,261.2587498,231.6101933,1,343.656373,212.4211988,1,419.5147627,189.9551899,1,176.038228,304.7893891,1
