,Unnamed: 0.1,Unnamed: 0.1.1,bodyparts coords,Rightpaw x,Rightpaw y,Rightpaw likelihood,Leftpaw x,Leftpaw y,Leftpaw likelihood,Tailbase x,Tailbase y,Tailbase likelihood,Rotarodtop x,Rotarodtop y,Rotarodtop likelihood,Rotarodbottom x,Rotarodbottom y,Rotarodbottom likelihood,rel RightY mm,rel LeftY mm,rel LeftX px,rel RightX px,rel LeftX mm,rel RightX mm,Rightpaw euclidean velocity,Leftpaw euclidean velocity,step up,wait time b4 step up
0,0,0,0,,,2.010588468692731e-05,269.56812834739685,196.0334026478231,1.0,418.0519357919693,192.73316884040835,0.9992005228996276,406.54524326324463,139.12370854616162,0.9557676315307616,206.36334419250488,266.24227857589716,1.0,,11.603049799438713,0.0,,0.0,,,,False,0
1,1,1,1,,,1.4754395124327857e-05,269.79347920417786,199.05593490600586,0.9999969005584716,419.3121272921562,200.5590047836304,0.979167938232422,405.4868006706238,144.18331289291382,0.9824005365371704,206.57881760597232,265.9122972488404,1.0,,12.396252843001713,0.22535085678100586,,0.05913881811659887,,,-3.030921355035022,False,0
2,2,2,2,,,2.717413008213043e-05,268.8457548618317,200.94815397262573,1.0,419.1605519652367,205.56787621974945,0.9860268831253052,413.383461356163,145.5917217731476,0.9518274664878844,206.35404586791992,266.2350006103516,1.0,,12.892827831959215,-0.7223734855651287,,-0.18957245064572767,,,-2.1162878880613567,False,0
3,3,3,3,,,1.9347367924638093e-05,268.17376039922243,202.66396951675412,0.999997854232788,298.5677191019058,265.2276496887207,0.9958991408348083,408.7155117988586,146.0826222896576,0.9809442162513732,206.3528447151184,265.87203550338745,1.0,,13.343109250167673,-1.3943679481744198,,-0.365923935913132,,,-1.8427152626627243,False,0
4,4,4,4,,,0.00022821601305622607,267.7236622273922,206.99413990974426,0.9973517656326294,300.3826612830162,264.40500354766846,0.9997790455818176,406.8179335594177,147.05605912208557,0.969913125038147,207.27132177352902,265.64986848831177,0.9999998807907104,,14.479475727503871,-1.844466120004654,,-0.4840431847090187,,,-4.353500200598743,False,0
5,5,5,5,,,0.00015669014828745276,270.6576385498047,211.13225966691968,0.9999916553497314,301.2293486595154,265.31678438186646,0.999919056892395,406.77144944667816,146.85500168800354,0.8227155804634094,207.34062099456787,265.38205742836004,0.999994158744812,,15.565442362643495,1.0895102024078371,,0.2859201274703416,,,-5.072696736963748,False,0
6,6,6,6,,,0.00017815676983445883,154.2856159210205,264.19062519073486,0.9999529123306274,301.56489837169653,264.8347244262696,0.9999911785125732,406.7249653339386,146.6539442539215,0.9419260621070862,207.14460515975952,266.22555994987493,0.9990531802177428,,29.48954752513784,-115.28251242637634,,-30.253586038207864,,,-127.89698121055493,False,0
7,7,7,7,,,7.50190083635971e-05,153.26126980781558,264.16697120666504,0.9999790191650392,300.0165413413197,265.41045689582825,0.9999951124191284,399.2117149829865,150.2980222702026,0.9996888637542723,207.5016088485717,266.1300126314163,0.9992479681968688,,29.48334001085713,-116.30685853958128,,-30.522405155838914,,,1.0246191832092633,False,0
8,8,8,8,,,0.00017755287990439686,153.58186888694763,264.5184140205384,0.9999842643737792,299.9086083471775,264.7944893836975,0.9999997615814208,392.90094947814936,142.28397464752197,0.9999839067459106,208.06882095336914,266.2174431085586,0.9600231051445008,,29.57556913722889,-115.98625946044922,,-30.43827034978595,,,-0.4757056032500943,False,0
9,9,9,9,,,0.1794893741607666,154.542653799057,264.3790078163147,0.9999374151229858,396.5414340496063,166.06978344917297,0.9999980926513672,438.30702090263367,151.6711981296539,0.9999998807907104,207.8285584449768,265.9638350009918,0.9996497631072998,,29.53898477152612,-115.02547454833984,,-30.18613159611959,,,0.9708458874162658,False,0
