,Unnamed: 0.1,Unnamed: 0.1.1,bodyparts coords,Rightpaw x,Rightpaw y,Rightpaw likelihood,Leftpaw x,Leftpaw y,Leftpaw likelihood,Tailbase x,Tailbase y,Tailbase likelihood,Rotarodtop x,Rotarodtop y,Rotarodtop likelihood,Rotarodbottom x,Rotarodbottom y,Rotarodbottom likelihood,rel RightY mm,rel LeftY mm,rel LeftX px,rel RightX px,rel LeftX mm,rel RightX mm,Rightpaw euclidean velocity,Leftpaw euclidean velocity,step up,wait time b4 step up
0,0,0,0,384.173565864563,172.0313758663833,0.9947800636291504,,,0.01934267021715641,286.7789483070373,130.3469305038452,1.0,437.255907535553,174.2497432231903,1.0,200.30948734283447,295.5958297252655,1.0,-0.5007769490411258,,,124.5971648991108,,31.05300180227396,,,False,0
1,1,1,1,386.73579967021936,172.74217945337296,0.9999972581863404,,,0.0006815002998337153,289.7280697822572,136.01262331008908,1.0,437.2024836540222,174.17545032501218,1.0,211.90057229995728,296.38063383102417,1.0,-0.3236253654900489,,,127.15939870476716,,31.69158014431987,-2.65900052916988,,False,0
2,2,2,2,392.3848886489868,174.2829873561859,0.9999936819076538,,,0.0007515065371990204,290.4063481092453,142.78376007080078,1.0,437.1299637556076,173.99937796592712,1.0,226.9126672744751,296.0551629066468,1.0,0.06038586479557857,,,132.80848768353462,,33.09948673979429,-5.855450049603598,,False,0
3,3,3,3,393.9959096908569,174.1199610233307,0.9999974966049194,,,0.0013583952095359564,288.61820840835566,144.06964254379272,1.0,437.19995152950287,174.33427286148068,1.0,215.5797164440155,296.67981338500977,1.0,0.01975526929149473,,,134.41950872540468,,33.500996993716996,1.6192487092946275,,True,3
4,4,4,4,394.3434847593308,174.7924294471741,0.9998559951782228,,,0.02458023652434349,292.22375869750977,146.7857933044434,1.0,437.9250749349594,174.79531335830688,1.0,198.58295798301697,290.1648426055908,0.9410750269889832,0.18735268769576244,,,134.76708379387858,,33.58762215277649,-0.7569823044768615,,False,0
5,5,5,5,396.2648645937443,175.6737518310547,0.9999958276748656,,,0.009753875434398651,295.9742085933685,148.5153999328613,1.0,437.4227390289306,174.66589045524597,1.0,199.6605761051178,293.4324312210083,1.0,0.4070021925395405,,,136.68846362829208,,34.06648225773318,-2.113866034643564,,False,0
6,6,6,6,398.5858542919159,175.16412115097046,0.9999781847000122,259.5764009654522,169.0879666805267,0.9736358523368835,296.4693503379822,138.64174318313601,1.0,437.9062696695328,174.13540863990784,1.0,240.7814235687256,295.8976707458496,1.0,0.27998836810810995,-1.2343545615593967,0.0,139.0094533264637,0.0,34.6449360077743,2.3762820979635144,,True,2
7,7,7,7,392.4429314136505,173.56762981414798,0.9999969005584716,251.16340219974518,169.63928365707397,0.9692412018775941,304.63451528549194,121.19316720962523,1.0,438.108683347702,173.96502435207367,1.0,233.11060762405398,296.1055836677551,1.0,-0.1179006881943026,-1.0969513784275091,-8.412998765707018,132.86653044819832,-2.0967480764555746,33.11395257517,6.34699031643073,-8.431043745611634,True,0
8,8,8,8,389.559482216835,170.62507677078247,1.0,264.47581507762266,166.73475050926208,0.059730686247348785,310.69654202461237,103.76419281959534,1.0,438.0917978286743,175.02885389328003,1.0,244.8503846526146,296.7008762359618,1.0,-0.8512649267217551,-1.8208400250656531,4.8994141121704615,129.98308125138286,1.2210672319752085,32.39531862247951,4.1198176760186245,13.625588040074312,True,0
9,9,9,9,391.9365839958191,160.75022625923157,0.9842258095741272,277.78822795550025,163.8302173614502,0.6187933683395386,322.41241562366486,94.27778816223145,1.0,436.9021666646004,174.95032978057858,1.0,200.45206308364868,292.6837248802185,1.0,-3.3123462120035887,-2.5447286717037985,18.21182699004805,132.3601830303669,4.53888254040602,32.98775702897737,10.156932878242642,13.625588040074424,True,0
10,10,10,10,388.72931045293814,165.0571045875549,0.9999991655349731,291.1006408333778,160.9256842136383,0.9999992847442628,328.80200815200806,93.51174175739288,1.0,436.30780282616615,176.08628940582275,1.0,200.92065024375918,293.10022640228266,1.0,-2.2389550108483065,-3.268617318341944,31.52423986792559,129.15290948748586,7.856697848836817,32.188417243131404,-5.3698979984582005,13.625588040074367,False,0
11,11,11,11,387.3955731987953,163.53011414408684,0.9999376535415648,293.3293520212173,160.21016335487366,0.99374121427536,335.00128483772284,91.90448188781738,1.0,437.02393114566803,175.60823583602902,1.0,228.7781810760498,295.356858253479,1.0,-2.6195225545116334,-3.4469445743013747,33.75295105576509,127.81917223334312,8.412153284670914,31.856013649597074,2.0274503391035803,2.3407527973129265,True,1
12,12,12,12,389.9079276323319,162.87034630775455,1.0,290.697767496109,160.83524227142334,0.9999955892562866,334.88212394714355,72.08781814575195,1.0,438.08385252952576,173.5396614074707,1.0,200.33698844909668,294.53626561164856,1.0,-2.7839546411269143,-3.2911579098303334,31.12136653065681,130.33152666687963,7.756290857406273,32.48216069568541,2.597540836554748,-2.704803276525725,True,0
