scorer,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000,DeepCut_resnet50_rotarodpaws_2Nov15shuffle1_1030000
bodyparts,Rightpaw,Rightpaw,Rightpaw,Leftpaw,Leftpaw,Leftpaw,Tailbase,Tailbase,Tailbase,Rotarodtop,Rotarodtop,Rotarodtop,Rotarodbottom,Rotarodbottom,Rotarodbottom
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,416.7341561317444,228.93211221694946,0.7861607670783997,296.92405366897583,247.02840948104858,1.0,387.3500048518181,220.68773651123047,1.0,208.65653228759766,206.95318794250488,1.0,208.34490966796875,317.22217655181885,1.0
1,423.56714057922363,215.42609357833862,0.9664816856384277,297.7759518623352,248.7050266265869,1.0,387.7977594435215,220.06825065612793,1.0,209.04976773262024,207.05875444412231,0.9999998807907104,208.29975986480713,316.9250841140747,1.0
2,418.99594259262085,221.2888239622116,0.9999983310699463,298.15236473083496,249.1167392730713,1.0,388.30249404907227,214.08727526664734,1.0,432.718955039978,205.02685594558716,1.0,207.9347584247589,317.0985355377197,1.0
3,416.37803983688354,222.28276538848877,0.9999970197677612,298.30635023117065,247.813246011734,1.0,390.3182587623596,195.50431728363037,1.0,210.15267312526703,206.39056372642517,1.0,208.16972255706787,316.74571228027344,1.0
4,418.7103180885315,216.3749749660492,0.9482994079589844,297.950795173645,246.37075233459473,1.0,393.26557636260986,178.26158142089844,1.0,210.3937007188797,206.4339509010315,1.0,208.4304642677307,317.3864555358887,1.0
5,421.80237555503845,202.3662188053131,0.012873323634266853,300.7718090415001,243.57362508773804,1.0,397.55076456069946,166.37580275535583,1.0,210.66828536987305,206.47342896461487,1.0,208.1712670326233,316.85472869873047,1.0
6,409.6294412612915,216.6285765171051,0.002174744848161936,305.3524262905121,204.39302921295166,1.0,399.01707577705383,157.13879191875458,1.0,211.66271570324898,208.7400505542755,0.9999995231628418,208.69436264038086,317.44072341918945,1.0
7,418.53927052021027,217.25357937812805,0.014140229672193527,286.180025100708,197.0786074399948,1.0,390.7137780189514,154.9660849571228,1.0,428.1817283630371,203.65088558197021,0.9998282194137573,208.060688495636,316.2645378112793,1.0
8,417.3014008998871,213.46408343315125,0.9999899864196777,286.4051339626312,204.1210584640503,1.0,384.6551604270935,142.79845213890076,1.0,432.8403468132019,206.49575328826904,0.9999988079071045,207.8429458141327,317.2057294845581,1.0
9,0.9783945083618164,3.591720402240753,0.0015466529875993729,287.01145124435425,206.3635778427124,1.0,376.8147621154785,135.75940823554993,1.0,423.82713174819946,204.84619092941284,1.0,208.6524200439453,317.72503185272217,1.0
10,411.9413636252284,189.16497778892517,0.902416467666626,285.7725919485092,207.86554622650146,1.0,387.157594203949,146.8682041168213,1.0,428.13469360768795,200.6412525177002,0.9956138134002686,208.48718881607056,317.7085599899292,1.0
11,412.75927489995956,185.88324117660522,0.009311702102422714,285.52829444408417,208.62145280838013,1.0,397.7043011188507,143.625643491745,1.0,213.6749300956726,209.13042855262756,0.9526239037513733,208.79947519302368,317.69186210632324,1.0
12,411.1563721895218,185.607754945755,0.9937992691993713,286.11199736595154,208.81081104278564,1.0,401.62789487838745,146.5170727968216,1.0,213.46323239803314,208.67149949073792,0.9994219541549683,208.28745317459106,317.4971160888672,1.0
13,405.7015985250473,185.1957597732544,0.8620360493659973,287.3633940219879,209.289568901062,1.0,405.16194784641266,147.13637739419937,1.0,443.30512952804565,182.89119720458984,0.9962932467460632,208.3077483177185,317.6241521835327,1.0
14,427.2666925191879,180.64068746566772,0.003032566048204899,287.1167585849762,209.4038667678833,1.0,408.29703283309937,146.93360543251038,1.0,213.07269954681396,208.37652730941772,0.9999998807907104,208.5768551826477,317.64541149139404,1.0
15,414.64687156677246,188.94767826795578,0.010451337322592735,286.2466151714325,210.45964813232422,1.0,408.20664072036743,150.25997638702393,1.0,212.00852628424764,208.16475677490234,1.0,207.66476774215698,317.2446880340576,1.0
16,415.75916266441345,189.74120461940765,0.01193754281848669,286.44470977783203,211.6397886276245,1.0,408.5722932815552,150.00922083854675,1.0,211.33641159534454,208.31495714187622,1.0,208.18637084960938,316.54095554351807,1.0
17,423.11477184295654,198.98354530334473,0.004055410623550415,286.0806427001953,214.3898286819458,1.0,407.50038981437683,155.82379817962646,1.0,211.76629927754402,208.09627962112427,1.0,208.01181554794312,316.99895763397217,1.0
18,422.6850550174713,200.70488739013672,0.007008276879787445,286.91981625556946,216.30747509002686,1.0,408.3036689758301,157.8688383102417,1.0,212.51078242063522,207.77994656562805,1.0,208.33441162109375,317.1707763671875,1.0
19,416.27237367630005,204.2109364271164,0.015475579537451267,286.9937205314636,217.66289854049683,1.0,409.6485080718994,161.56212186813354,1.0,212.4126977622509,206.99871850013733,1.0,208.20258951187134,317.10735416412354,1.0
20,414.14572858810425,204.70709866285324,0.007391481194645166,287.9507772922516,219.49398279190063,1.0,410.38096809387207,164.6387062072754,1.0,212.76248413324356,206.14409637451172,1.0,208.12902879714966,317.3442659378052,1.0
21,415.36390566825867,205.6304042339325,0.0027745955158025026,288.1767883300781,220.8534997701645,1.0,412.04129695892334,167.17808198928833,1.0,211.88732174783945,206.12264037132263,1.0,208.11126375198364,317.39120960235596,1.0
